response_id,participant_id,source_file,response_kind,text,char_len,word_len,order,puzzle_id,final_difficulty,immediate_difficulty,skill_nonogram,codeable,n_codes,code_FOOT,code_CLUE,code_PROP,code_AMBIG,code_GUESS,code_HINT,code_ERR,code_LEARN,code_LOAD,code_VIS,code_TIME,code_UI,code_AFF,code_S_FORCED,code_S_CONSTR,code_S_OVERLAP,code_S_EDGE,code_S_CROSS,code_S_NEG,code_S_TRIAL,code_S_HINT,codes_str
R0095,P032,Michael-p1.ndjson,rating_reason,"I feel like this one did not have as good as hints as the first two. I also had to restart my puzzle, as it became messy.",121,27,3.0,5.0,4.0,4.0,5.0,True,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HINT|ERR
R0096,P033,Michael-p2.ndjson,rating_reason,"didn't really know what i was doing, overestimated my abilities.",64,10,1.0,1.0,4.0,3.0,2.0,True,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,LEARN|AFF
R0097,P033,Michael-p2.ndjson,rating_reason,"started to understand strategy, more full line answers (added to 10)",68,11,2.0,5.0,3.0,2.0,2.0,True,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN|FOOT
R0098,P033,Michael-p2.ndjson,rating_reason,completely figured out strategy and how to play the game while making the fewest mistakes. a lot easier because the add to 10 row was on the top and right hand sides,165,32,3.0,2.0,2.0,2.0,2.0,True,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,LEARN|FOOT|VIS
R0099,P034,Michael-p3.ndjson,rating_reason,easy peasy lemon squeezy,24,4,1.0,2.0,2.0,2.0,7.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AFF
R0100,P034,Michael-p3.ndjson,rating_reason,hell,4,1,2.0,0.0,4.0,4.0,7.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AFF
R0101,P034,Michael-p3.ndjson,rating_reason,well even though i took longer i did use any hint so yea,56,13,3.0,5.0,2.0,2.0,7.0,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HINT
R0102,P035,Michael-p4.ndjson,rating_reason,There were large numbers to start with so you can fill in an entire row that you are sure of,92,20,1.0,3.0,3.0,4.0,5.0,True,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE|FOOT
R0103,P035,Michael-p4.ndjson,rating_reason,The numbers given were smaller,30,5,2.0,0.0,4.0,4.0,5.0,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE
R0104,P035,Michael-p4.ndjson,rating_reason,The numbers given were smaller,30,5,3.0,4.0,4.0,3.0,5.0,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE
R0105,P036,Michael-p5.ndjson,rating_reason,i did puzzle with the short amount of time and used 1 hint,58,13,1.0,4.0,3.0,4.0,7.0,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HINT
R0106,P036,Michael-p5.ndjson,rating_reason,2 hints used with slightly longer solving than puzzle 1 while took shorter than puzzle 3,88,16,2.0,5.0,4.0,4.0,7.0,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HINT
R0107,P036,Michael-p5.ndjson,rating_reason,"because i took it longer, used the most hints",45,9,3.0,3.0,4.0,4.0,7.0,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HINT
R0108,P037,Michael-p6.ndjson,rating_reason,"The biggest thing that determined the difficulty was how many rows could be solved from a glance (i.e rows where number of shaded cells and spacer rows added to ten by inspection). This nonogram, relative to other nonograms I have solved, had relatively few rows that could be filled by inspection making it difficult.",318,54,1.0,5.0,4.0,4.0,9.0,True,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|CLUE
R0109,P037,Michael-p6.ndjson,rating_reason,"Similar to the first, there were few rows that could be solved by inspection; however, I found it easier as my mind had warmed up to complete such hard nonograms after doing the first one.",188,35,2.0,1.0,3.0,3.0,9.0,True,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|LEARN
R0110,P037,Michael-p6.ndjson,rating_reason,"Once again, few rows solvable by inspection made this nonogram difficult. The difficulty spiked in comparison to number 2 because I began to get somewhat fatigued from puzzle solving.",183,29,3.0,3.0,4.0,4.0,9.0,True,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|LEARN
R0111,P038,Michael-p7.ndjson,rating_reason,"The beginning steps had some guaranteed patterns where I could fill out some entire line/rows. After that, there were some steps where I had to consider multiple different possible patterns to find guaranteed blocks among them. So I considered the difficulty moderate.",268,42,1.0,0.0,3.0,3.0,3.0,True,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|AMBIG|PROP
R0112,P038,Michael-p7.ndjson,rating_reason,"This puzzle started with only one (if I didn't miss any) line with guaranteed pattern. For the rest line/rows, I had to consider some non-trivial guaranteed blocks. For example, I found out two guaranteed blocks from a line of ""2 2 1 1"", but I had to go over more possible patterns than a line with large numbers such as ""4 1"".",327,62,2.0,1.0,4.0,3.0,3.0,True,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|AMBIG|CLUE
R0113,P038,Michael-p7.ndjson,rating_reason,"This puzzle provided two guaranteed line&row on the edge, which thus gave more information about the blocks connected to them. But in general it is not considered very easy.",173,29,3.0,2.0,2.0,2.0,3.0,True,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FOOT|VIS|PROP
R0114,P039,Michael-p8.ndjson,rating_reason,"It's relatively easy, since the deductions from one to another are relatively obvious and lead to the next ones.",112,19,1.0,2.0,2.0,3.0,3.0,True,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROP
R0115,P039,Michael-p8.ndjson,rating_reason,There are a few places where backtracking is needed after getting a hint. A few other places also requires either using contradiction or enumerating possibilities to find common coloured cells.,193,30,2.0,3.0,4.0,4.0,3.0,True,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ERR|AMBIG|HINT
R0116,P039,Michael-p8.ndjson,rating_reason,"Like puzzle 1, most clues lead from one to another. Solving puzzle 2 also helped prepare and refine search strategies.",118,20,3.0,5.0,3.0,3.0,3.0,True,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PROP|LEARN
R0117,P040,Michael-p9.ndjson,rating_reason,"I have never attempted to solve a puzzle like this before, so I found it difficult to find a point where one column might be correct but the row is not.",152,31,1.0,4.0,1.0,1.0,3.0,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN
R0118,P040,Michael-p9.ndjson,rating_reason,"They were all challenging for the same reason, there is no reason I found one puzzle more challenging than the other",116,21,2.0,1.0,3.0,3.0,3.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0119,P040,Michael-p9.ndjson,rating_reason,,3,1,3.0,2.0,2.0,2.0,3.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0120,P041,Michael-p10.ndjson,rating_reason,"There were some large numbers, it was easy enough to start and it didn't feel difficult to complete.",100,18,1.0,4.0,3.0,3.0,9.0,True,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE|FOOT
R0121,P041,Michael-p10.ndjson,rating_reason,"I was stumped more often than on puzzle one. There were more smaller numbers, sometimes I need to take more time to find the next move.",135,26,2.0,1.0,4.0,4.0,9.0,True,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE|FOOT
R0122,P041,Michael-p10.ndjson,rating_reason,"The borders were all straight forward, which gave a good basis to start. The deductions that followed were straight forward too.",128,21,3.0,2.0,2.0,2.0,9.0,True,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,VIS|FOOT|PROP
R0123,P042,Michael-p11.ndjson,rating_reason,,3,1,1.0,1.0,4.0,4.0,2.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0124,P042,Michael-p11.ndjson,rating_reason,,3,1,2.0,5.0,4.0,4.0,2.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0125,P042,Michael-p11.ndjson,rating_reason,,3,1,3.0,4.0,5.0,5.0,2.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0126,P043,Michael-p12.ndjson,rating_reason,there were many columns which had definitive answers where logical deduction was easy to apply.,95,15,1.0,1.0,2.0,3.0,5.0,True,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|PROP
R0127,P043,Michael-p12.ndjson,rating_reason,the puzzle required a bit more thinking as logical deduction could not always be used.,86,15,2.0,5.0,3.0,3.0,5.0,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUESS
R0128,P043,Michael-p12.ndjson,rating_reason,there was a lot more guessing and playing around with the blank/filled in boxes which took more time and trial and error.,121,22,3.0,4.0,4.0,4.0,5.0,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUESS
R0129,P044,Michael-p13.ndjson,rating_reason,I didn't use any hint.,22,5,1.0,2.0,3.0,3.0,3.0,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HINT
R0130,P044,Michael-p13.ndjson,rating_reason,I used a few hints.,19,5,2.0,5.0,4.0,4.0,3.0,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HINT
R0131,P044,Michael-p13.ndjson,rating_reason,I use many hits.,16,4,3.0,3.0,5.0,5.0,3.0,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HINT
R0132,P045,Michael-p14.ndjson,rating_reason,"There wasn't much certain cells, I have to guess the most of them.",66,13,1.0,3.0,5.0,4.0,4.0,True,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUESS|FOOT
R0133,P045,Michael-p14.ndjson,rating_reason,"There were two rows/columns that are certain, which make the puzzle a lot easier.",81,14,2.0,1.0,4.0,4.0,4.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT
R0134,P045,Michael-p14.ndjson,rating_reason,"A number of rows/columns are close to one cell to be exact, which make the puzzle somehow confusing, because I have to guess.",125,23,3.0,5.0,5.0,5.0,4.0,True,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUESS|AMBIG
R0135,P046,Michael-p15.ndjson,rating_reason,This puzzle was difficult because I didn't know where to start. The tutorial puzzle and puzzle 2 had very obvious places to start (i.e. one row that could be entirely or nearly deduced right away). This made it easier to deduce the following rows.,247,44,1.0,5.0,4.0,4.0,5.0,True,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|PROP
R0136,P046,Michael-p15.ndjson,rating_reason,"I rated this puzzle a bit easier than the others because I was able to deduce a row from the beginning. From there, I was able to quickly find connections and deduce many other rows.",182,35,2.0,2.0,3.0,3.0,5.0,True,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|PROP
R0137,P046,Michael-p15.ndjson,rating_reason,"I rated this puzzle the same difficulty as puzzle 1 because it was hard to  get started. Mainly because there were many rows/columns that barely needed to be filled in, and so I had a hard time getting going (even if I could roughly deduce the first row).",255,48,3.0,3.0,4.0,4.0,5.0,True,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FOOT|VIS
R0138,P047,Michael-p16.ndjson,rating_reason,I thought it was difficult because of how sparse it was. It felt like there was a lot of blank space which made it hard to make progress.,137,28,1.0,1.0,4.0,4.0,4.0,True,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,VIS|FOOT
R0139,P047,Michael-p16.ndjson,rating_reason,I'm not really sure what made this one so hard but I made a mistake at some point in the middle and it was hard to spot where/ what other labels I had were wrong as a result.,174,38,2.0,4.0,5.0,5.0,4.0,True,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ERR
R0140,P047,Michael-p16.ndjson,rating_reason,Maybe it was that I had more practice with the first 2,54,12,3.0,2.0,3.0,3.0,4.0,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN
R0141,P048,Michael-p17.ndjson,rating_reason,"the total of the number on hint line is 9, so there's already a line that's fixed, thus it's easier to fill in the rest",119,25,1.0,2.0,3.0,3.0,5.0,True,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|PROP
R0142,P048,Michael-p17.ndjson,rating_reason,,3,1,2.0,3.0,5.0,5.0,5.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0143,P048,Michael-p17.ndjson,rating_reason,"there isn't any ""total 9 line"", so i basically have to guess all of them and adjust them bit by bit",99,21,3.0,0.0,4.0,4.0,5.0,True,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|GUESS
R0144,P049,Michael-p18.ndjson,rating_reason,"This one was really hard, lack of info to make next moves made it difficult to progress with the puzzle",103,20,1.0,3.0,5.0,5.0,2.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT
R0145,P049,Michael-p18.ndjson,rating_reason,Lots of opening moves at the beginning made it easy to complete the rest of the puzzle also I think I just got better after the first one,137,28,2.0,2.0,2.0,2.0,2.0,True,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|LEARN
R0146,P049,Michael-p18.ndjson,rating_reason,Also lots of opening moves that made it easy to continue with the rest of the puzzle,84,17,3.0,1.0,2.0,2.0,2.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT
R0147,P050,Michael-p19.ndjson,rating_reason,Clue number too small,21,4,1.0,4.0,4.0,1.0,6.0,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE
R0148,P050,Michael-p19.ndjson,rating_reason,easier than first one,21,4,2.0,1.0,3.0,1.0,6.0,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN
R0149,P050,Michael-p19.ndjson,rating_reason,similar to the second one,25,5,3.0,5.0,3.0,1.0,6.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0150,P051,Michael-p20.ndjson,rating_reason,"Only two row/col was filled completely at first, and so it was hard in the beginning to try to see which boxes I can fill.",122,25,1.0,0.0,4.0,4.0,1.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT
R0151,P051,Michael-p20.ndjson,rating_reason,"Only two row/col was filled completely at first, and so it was hard in the beginning to try to see which boxes I can fill.",122,25,2.0,5.0,4.0,4.0,1.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT
R0152,P051,Michael-p20.ndjson,rating_reason,"Only two row/col was filled completely at first, and so it was hard in the beginning to try to see which boxes I can fill.",122,25,3.0,1.0,4.0,4.0,1.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT
R0153,P052,Michael-p21.ndjson,rating_reason,Relatively easier to locate larger block.,41,6,1.0,5.0,3.0,3.0,1.0,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE
R0154,P052,Michael-p21.ndjson,rating_reason,There are many 1 blocks in the puzzle that make them hard to locate.,68,14,2.0,3.0,4.0,4.0,1.0,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE
R0155,P052,Michael-p21.ndjson,rating_reason,Same as puzzle 2.,17,4,3.0,4.0,4.0,4.0,1.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0156,P053,Riyad-p1.json,rating_reason,There were no / few easy groups of numbers that made the row/column pre-determined (only one solution). But it was not too difficult to get,139,25,1.0,3.0,3.0,3.0,8.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT
R0157,P053,Riyad-p1.json,rating_reason,This was easier and the groups were often in a way that clear assumptions could be made.,88,17,2.0,4.0,2.0,2.0,8.0,True,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|PROP
R0158,P053,Riyad-p1.json,rating_reason,,3,1,3.0,1.0,3.0,3.0,8.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0159,P054,Riyad-p2.json,rating_reason,"Did not have a strategy, was guessing a lot in the beginning",60,12,1.0,3.0,4.0,4.0,1.0,True,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GUESS|LEARN
R0160,P054,Riyad-p2.json,rating_reason,Tried solving via the column/row that had a deterministic output. Got a bit easier. Guessed because of time constraints.,120,19,2.0,4.0,4.0,4.0,1.0,True,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FOOT|GUESS|TIME
R0161,P054,Riyad-p2.json,rating_reason,,3,1,3.0,1.0,4.0,4.0,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0162,P055,Riyad-p3.json,rating_reason,"Honestly, I was just not accustomed to Nonogram, it was probably a 4",68,13,1.0,3.0,4.0,4.0,8.0,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN
R0163,P055,Riyad-p3.json,rating_reason,"It seemed alright, there was a pattern and it worked",52,10,2.0,4.0,3.0,3.0,8.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0164,P055,Riyad-p3.json,rating_reason,"It seemed alright, there was a pattern and it worked",52,10,3.0,1.0,3.0,3.0,8.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0165,P056,Riyad-p4.json,rating_reason,It was my first time so hard to gauge the difficulty,52,11,1.0,4.0,4.0,4.0,1.0,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN
R0166,P056,Riyad-p4.json,rating_reason,It was slightly easier since I gained more experience,53,9,2.0,5.0,3.0,4.0,1.0,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN
R0167,P056,Riyad-p4.json,rating_reason,There were a few new situations (8 blocks) with less free information,69,12,3.0,0.0,4.0,3.0,1.0,True,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|CLUE
R0168,P057,Riyad-p5.json,rating_reason,There were not a lot of freebies (not a lot of columns where everything was in a fixed position),96,19,1.0,5.0,4.0,4.0,6.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT
R0169,P057,Riyad-p5.json,rating_reason,There were even fewer freebies (not a lot of columns where everything was in a fixed position),94,17,2.0,4.0,5.0,5.0,6.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT
R0170,P057,Riyad-p5.json,rating_reason,There were even fewer freebies (not a lot of columns where everything was in a fixed position). Some required mental deduction before putting anything down,155,25,3.0,0.0,5.0,5.0,6.0,True,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|LOAD
R0171,P058,Riyad-p6.json,rating_reason,"Doesn't feel like its solvable with ""trivial"" logic (i.e. freebees, using other solved rows/columns), had to consider multiple columns at once, or the effects of setting on square.",180,28,1.0,0.0,4.0,4.0,4.0,True,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|AMBIG|LOAD
R0172,P058,Riyad-p6.json,rating_reason,"Didn't have to guess at all, however the ""early game"" had less free squares to work with.",89,17,2.0,3.0,4.0,4.0,4.0,True,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUESS|FOOT
R0173,P058,Riyad-p6.json,rating_reason,"Got stuck at two points and had to use a hint, due to earlier mistakes. It seems like there are times where you just have to guess or see what happens when making a move, you can't always use logical deduction to solve it.",222,44,3.0,5.0,5.0,5.0,4.0,True,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ERR|HINT|GUESS
R0174,P059,Riyad-p7.json,rating_reason,required a lot of checking conditions to see what was and wasn't correct,72,13,1.0,1.0,4.0,4.0,8.0,True,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROP
R0175,P059,Riyad-p7.json,rating_reason,even difficulty althroughout,28,3,2.0,3.0,4.0,4.0,8.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0176,P059,Riyad-p7.json,rating_reason,"Had an easier start but harder finish, required me to due to many potential position overlaps in order to continue",114,20,3.0,2.0,4.0,4.0,8.0,True,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMBIG|PROP
R0177,P060,Riyad-p8.json,rating_reason,i thought i needed many hints but i didn't want to use it at first,66,15,1.0,2.0,3.0,3.0,1.0,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HINT
R0178,P060,Riyad-p8.json,rating_reason,more difficult than puzzle 1,28,5,2.0,1.0,4.0,4.0,1.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0179,P060,Riyad-p8.json,rating_reason,more difficult than puzzle 2 but i also knew more about what i was doing,72,15,3.0,5.0,4.0,5.0,1.0,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN
R0180,P061,Riyad-p9.json,rating_reason,"First time doing this puzzle, ambiguity could be alot. One fixed arrangement to start solving the puzzle.",105,17,1.0,3.0,4.0,4.0,7.0,True,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN|AMBIG|FOOT
R0181,P061,Riyad-p9.json,rating_reason,,3,1,2.0,0.0,4.0,4.0,7.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0182,P061,Riyad-p9.json,rating_reason,,3,1,3.0,5.0,-1.0,-1.0,7.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0183,P062,Riyad-p10.json,rating_reason,,3,1,1.0,3.0,4.0,4.0,5.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0184,P062,Riyad-p10.json,rating_reason,"Easy Part: There were two ""freebies"" of (1, 8) in two columns. This made starting the puzzle a lot easier as I could ""X"" many adjacent squares

Difficult: Endgame was hard.",172,31,2.0,0.0,4.0,3.0,5.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT
R0185,P062,Riyad-p10.json,rating_reason,"Hard: Less obvious freebies like (1, 8), harder to start game. Had to consider many rows/columns so I couldn't just right away fill out an entire row or column. 

Easy: There was a column that was just ""4"". This gave the game away. There were a couple of rows that were like (1, 2, 1, 1) which gives you very limited options.",325,62,3.0,5.0,4.0,4.0,5.0,True,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|AMBIG|CLUE
R0186,P063,Riyad-p11.json,rating_reason,Rated it hard because I was understanding the game and had less give aways for the first moves.,95,18,1.0,3.0,5.0,5.0,2.0,True,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN|FOOT
R0187,P063,Riyad-p11.json,rating_reason,,3,1,2.0,0.0,4.0,4.0,2.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0188,P063,Riyad-p11.json,rating_reason,,3,1,3.0,5.0,-1.0,-1.0,2.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0189,P064,Riyad-p12.json,rating_reason,"First time playing, had no strategies and made mistakes throughout. Very few fixed positions to start with.",107,17,1.0,3.0,4.0,4.0,3.0,True,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN|ERR|FOOT
R0190,P064,Riyad-p12.json,rating_reason,"Got used to the game, had two fixed arrangements right away.",60,11,2.0,0.0,2.0,2.0,3.0,True,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN|FOOT
R0191,P064,Riyad-p12.json,rating_reason,,3,1,3.0,5.0,-1.0,-1.0,3.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0192,P065,Riyad-p13.json,rating_reason,This one was pretty difficult because all the numbers were small and there weren't that many guaranteed placements.,115,18,1.0,3.0,4.0,4.0,7.0,True,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE|FOOT
R0193,P065,Riyad-p13.json,rating_reason,It seemed easier at first but then got harder once it was harder to deduce where the black squares go.,102,20,2.0,0.0,4.0,4.0,7.0,True,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMBIG|FOOT
R0194,P065,Riyad-p13.json,rating_reason,"Practice through the previous two puzzles definitely helped in making this one seem easier, especially the strategies to use to logically deduce the placements of the squares.",175,27,3.0,5.0,3.0,3.0,7.0,True,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN|PROP
R0195,P066,Riyad-p14.ndjson,rating_reason,Hard to start somewhere. So many possibilities to juggle. Hard to choose which one to focus on.,95,17,1.0,4.0,4.0,4.0,7.0,True,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|AMBIG|LOAD
R0196,P066,Riyad-p14.ndjson,rating_reason,Hard to start somewhere. So many possibilities to juggle. Hard to choose which one to focus on.,95,17,2.0,1.0,5.0,5.0,7.0,True,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|AMBIG|LOAD
R0197,P066,Riyad-p14.ndjson,rating_reason,Hard to start somewhere. So many possibilities to juggle. Hard to choose which one to focus on.,95,17,3.0,3.0,5.0,5.0,7.0,True,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|AMBIG|LOAD
R0198,P067,Riyad-p15.ndjson,rating_reason,It was hard because it was my first one.,40,9,1.0,5.0,3.0,3.0,5.0,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN
